"token_id","class","bigramFreq","len","nvowels","ncons","vowelRatio","consRatio","vowelConsRatio","specialChar","specialRatio","ndigits","digitsRatio","upperCase","lowerCase","upperRatio","lowerRatio","seqRatio","majoritySpecial","seqCons","innerSpecial","mostFreq","countNonAlpha"
"maxlmum",1,1.51925192519252,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0.428571428571429,0
"about",0,2.73630363036304,5,3,2,0.6,0.4,1.5,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"conslderatlon",1,8.82640264026403,13,4,9,0.307692307692308,0.692307692307692,0.444444444444444,0,0,0,0,0,13,0,1,0,0,0,0,0,0
"several",0,8.33531353135314,7,3,4,0.428571428571429,0.571428571428571,0.75,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"candldates",1,8.96890355702237,10,3,7,0.3,0.7,0.428571428571429,0,0,0,0,0,10,0,1,0,0,0,0,0,0
"tune",1,3.45896589658966,4,2,2,0.5,0.5,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0
"perlod",1,4.7219801980198,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"months",0,11.2166336633663,6,1,5,0.166666666666667,0.833333333333333,0.2,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"has",0,7.23399339933993,3,1,2,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"projected",0,6.65420792079208,9,3,6,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,9,0,1,0,0,0,0,0,0
"Management",0,8.17352401906857,10,4,6,0.4,0.6,0.666666666666667,0,0,0,0,1,9,0.1,0.9,0,0,0,0,0,0
"project",0,4.95676567656766,7,2,5,0.285714285714286,0.714285714285714,0.4,0,0,0,0,0,7,0,1,0,0,0,0,0,0
"behalf",0,4.65095709570957,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
"would",0,3.02871287128713,5,2,3,0.4,0.6,0.666666666666667,0,0,0,0,0,5,0,1,0,0,0,0,0,0
"follow",0,3.20686468646865,6,2,4,0.333333333333333,0.666666666666667,0.5,0,0,0,0,0,6,0,1,0,0,0,0,0,0
